Timestamp,Source_IP,Destination_IP,Port,Protocol,Packet_Size,Duration,Attack_Type,Is_Attack,Packet_Loss,Latency,Throughput,Jitter,Authentication_Failure
2023-01-03 07:00:00,192.168.1.4,192.168.1.100,8250,UDP,146,37.60934595380339,DoS,0,4.529558356173238,307.0875214145634,4.836822050394484,35.8366104550628,0
2023-01-03 08:00:00,192.168.1.4,192.168.1.103,7714,ICMP,1210,80.40107306482533,Normal,0,0.6331856275918718,131.5740119521157,80.13703317920294,6.857400605909619,0
2023-01-03 09:00:00,192.168.1.1,172.16.0.102,6660,ICMP,421,43.40387605228788,Malware,0,0.8925989463629935,34.42855610352795,60.47763383637253,14.635557985554712,0
2023-01-03 10:00:00,172.16.0.3,10.0.0.101,5488,TCP,1153,99.71851715490475,Data Injection,0,2.4651506257940117,15.067478883163856,19.934431600933348,7.321060743212343,0
2023-01-03 11:00:00,192.168.1.1,192.168.1.103,940,UDP,999,55.950022566165565,Malware,0,0.40969219519073063,123.12779473882671,49.53336281647988,40.58040486422776,0
2023-01-03 12:00:00,172.16.0.3,192.168.1.100,7584,ICMP,438,32.18409904833176,Data Injection,0,0.9799009235088096,440.86142397486634,74.25679352881906,11.21019683781659,0
2023-01-03 13:00:00,172.16.0.3,192.168.1.100,8704,ICMP,225,22.08912145788484,APT,1,4.718831911060072,208.54091349445724,77.06413752815752,35.89843741471999,0
2023-01-03 14:00:00,192.168.1.1,172.16.0.102,9343,TCP,1467,35.11700137518757,DoS,1,4.882448305739436,360.4463512138305,50.01187935867633,47.170590022558066,0
2023-01-03 15:00:00,192.168.1.1,192.168.1.100,8522,TCP,1445,37.31607404857913,APT,1,1.8812966466521097,459.22423265459895,30.59093155987303,26.435833232536964,0
2023-01-03 16:00:00,172.16.0.3,10.0.0.101,8950,ICMP,1275,6.964496404623701,Data Injection,0,4.6164301050696785,204.6121903398055,97.3768839456455,27.047456693808318,0
2023-01-03 17:00:00,10.0.0.2,172.16.0.102,3261,UDP,385,37.02046252273464,Data Injection,0,2.7241233783671586,96.44740814766114,66.36992483455363,23.105575048080823,0
2023-01-03 18:00:00,192.168.1.4,192.168.1.100,565,UDP,513,46.47742812194857,Data Injection,0,1.3487123293688352,259.0418474976028,40.882928182695245,16.361918155342774,0
2023-01-03 19:00:00,192.168.1.1,172.16.0.102,4366,TCP,1100,72.30150144865658,Normal,0,3.511993605402993,454.13375984286733,28.11827609804478,23.835186043153364,0
2023-01-03 20:00:00,192.168.1.4,192.168.1.100,3830,TCP,247,65.70727552368864,DoS,0,3.294509032874286,402.3828326547126,73.13718800205585,30.180095860111297,0
2023-01-03 21:00:00,10.0.0.2,192.168.1.100,7226,ICMP,174,70.90568895739251,APT,0,4.945626595543667,33.84909183821374,24.294126214817396,49.300979451315904,0
2023-01-03 22:00:00,10.0.0.2,192.168.1.100,9025,TCP,571,0.9355318194980242,APT,0,1.3252364370464165,346.59382723871335,17.25382789847145,46.89445150997939,0
2023-01-03 23:00:00,10.0.0.2,10.0.0.101,2052,ICMP,1377,21.844973218095554,Malware,0,3.360297513308677,286.37686370701795,53.030405507310824,43.12143261882677,0
2023-01-04 00:00:00,192.168.1.1,10.0.0.101,8456,UDP,358,66.20226041114566,Data Injection,0,0.26011877514723447,453.8241249968663,29.069740525149776,44.46761373167243,0
2023-01-04 01:00:00,10.0.0.2,172.16.0.102,291,UDP,967,48.45053788115674,Data Injection,1,0.568230193483597,62.11822700829832,62.927623977869146,23.445674246272944,0
2023-01-04 02:00:00,192.168.1.1,192.168.1.100,3531,ICMP,1302,0.63081621926776,Data Injection,0,0.01959187475546631,267.4840204891236,11.882073619935925,32.9064719261555,0
2023-01-04 03:00:00,10.0.0.2,192.168.1.100,1791,TCP,1037,80.46901477893906,APT,0,4.997303405298366,439.8518840624343,65.52861634627543,44.76382947451709,0
2023-01-04 04:00:00,192.168.1.4,10.0.0.101,9474,UDP,695,77.30367637170471,Malware,1,4.011368485737389,205.60186958412976,28.401323146970455,19.708243173068517,0
2023-01-04 05:00:00,192.168.1.4,192.168.1.100,4381,TCP,1114,54.88707438305691,Normal,0,3.933615073667704,241.51546394870067,0.12426915000782189,48.091947669438895,0
2023-01-04 06:00:00,172.16.0.3,10.0.0.101,7089,UDP,796,6.739686245049585,DoS,0,2.5486303764408986,36.15987815581219,12.78091216165022,20.847724497252234,0
2023-01-04 07:00:00,192.168.1.4,192.168.1.100,940,ICMP,1318,76.6748534483052,Normal,0,1.5003354145271997,139.7936765840065,93.36817624572589,30.094025003121462,0
2023-01-04 08:00:00,172.16.0.3,172.16.0.102,8210,ICMP,384,58.412987414363265,APT,0,0.7563214223133796,162.92881793530472,86.74872844762425,35.51925519229136,0
2023-01-04 09:00:00,192.168.1.4,192.168.1.100,3450,ICMP,976,78.21780171808012,Data Injection,1,1.4233736942323183,472.6161019236986,23.437542300420063,47.53454145248932,0
2023-01-04 10:00:00,192.168.1.1,192.168.1.100,4455,UDP,1320,75.19952454034446,DoS,0,1.8798561096456956,142.05101291003837,77.85935326409457,12.306352075208075,1
2023-01-04 11:00:00,192.168.1.4,192.168.1.103,3780,TCP,500,80.31990698858793,APT,0,3.7815504849014703,230.97349889955635,60.89630215808003,37.33193581410825,0
2023-01-04 12:00:00,172.16.0.3,10.0.0.101,2070,TCP,844,51.84900583382203,APT,0,2.698308944515762,335.9809073585756,97.09338067384196,26.088697748589702,0
2023-01-04 13:00:00,172.16.0.3,192.168.1.100,1185,TCP,1490,14.118419367532148,APT,0,0.38741813277741344,81.92950283153081,37.423205387452505,13.501001316969989,0
2023-01-04 14:00:00,10.0.0.2,192.168.1.100,8587,UDP,1140,67.1486315906309,DoS,1,0.0901450447945612,243.73475118379537,68.17791519046541,38.85268130583989,0
2023-01-04 15:00:00,192.168.1.1,192.168.1.103,2053,UDP,1400,62.08533112669187,DoS,0,0.5116608976703158,369.5309806984779,6.447218670149467,27.655891780674946,0
2023-01-04 16:00:00,192.168.1.4,192.168.1.103,6487,UDP,1368,74.25109340118881,Malware,0,2.052493568486897,433.56075130050596,39.68510994695896,33.08259365041882,0
2023-01-04 17:00:00,10.0.0.2,10.0.0.101,165,UDP,789,17.07111250446846,Malware,0,4.665964585245091,313.5033780565509,96.38538435269923,16.21276332203726,0
2023-01-04 18:00:00,192.168.1.4,192.168.1.103,4408,UDP,94,19.578022470038896,Normal,0,3.187012406046108,334.857704143157,53.94418935756705,24.115570196197492,0
2023-01-04 19:00:00,192.168.1.4,172.16.0.102,7852,TCP,400,89.05191077021091,DoS,1,4.0091294993775755,64.0154528196999,28.859162383150977,30.905977124304545,0
2023-01-04 20:00:00,10.0.0.2,192.168.1.103,8643,UDP,246,75.02278206536187,DoS,0,2.331872972522743,472.9424721259272,12.115069216547825,20.305049632065217,0
2023-01-04 21:00:00,10.0.0.2,172.16.0.102,8916,UDP,1110,90.83202602116226,DoS,0,1.808330415975214,67.1544646647567,70.38248118413489,9.998789738400294,0
2023-01-04 22:00:00,10.0.0.2,10.0.0.101,8193,TCP,607,75.89566058427567,Malware,0,0.5420018635831136,387.56179565371735,64.52111873862971,48.08586056653367,1
2023-01-04 23:00:00,10.0.0.2,10.0.0.101,2652,UDP,1161,59.75581506843116,APT,0,4.3796651109310245,133.1433445673811,37.45647748901709,25.62223024812661,0
2023-01-05 00:00:00,10.0.0.2,10.0.0.101,4514,TCP,1097,65.44786042908457,Data Injection,0,3.915800145139514,466.86297870692454,95.09904105139684,36.72262647735626,0
2023-01-05 01:00:00,192.168.1.4,10.0.0.101,8076,TCP,723,88.923879601607,Malware,1,0.8405904879886256,360.2598101453703,2.318061017486247,20.6112549584473,0
2023-01-05 02:00:00,10.0.0.2,10.0.0.101,7531,ICMP,223,57.922794775742865,DoS,0,2.5613028193813028,377.1530427762061,30.4420127780194,17.821075024883246,0
2023-01-05 03:00:00,192.168.1.1,172.16.0.102,9175,ICMP,1101,63.275893300405905,Malware,1,2.4368740396062245,110.31052735688178,92.11484168132819,20.417498493509537,0
2023-01-05 04:00:00,172.16.0.3,172.16.0.102,1848,ICMP,1265,15.732023928759698,Normal,0,3.1254577634326433,222.07694834094525,32.1614502881121,20.518912524903925,0
2023-01-05 05:00:00,10.0.0.2,10.0.0.101,9150,ICMP,475,47.44472988959866,DoS,0,4.730934469956306,309.28878410005393,25.300058102131526,27.254587785503485,0
2023-01-05 06:00:00,10.0.0.2,192.168.1.103,4825,UDP,1075,71.66807148461409,Normal,0,2.898857208812398,385.21683548509384,53.468618952131614,27.219146512070022,0
2023-01-05 07:00:00,192.168.1.4,192.168.1.100,826,ICMP,116,27.167175561804907,DoS,0,2.701086333893093,52.8757285802824,82.39779481706174,24.907975412555295,0
2023-01-05 08:00:00,10.0.0.2,10.0.0.101,9675,TCP,471,20.305192634401042,Malware,1,0.2516146646733197,481.2202929108097,10.404361411748269,6.82581066738016,0
2023-01-05 09:00:00,10.0.0.2,192.168.1.103,7506,UDP,910,31.451298141619116,APT,0,0.31453738009011967,445.2201146067234,94.30776889360904,24.854166377176504,0
2023-01-05 10:00:00,10.0.0.2,192.168.1.100,8222,ICMP,1109,24.225912736484066,Data Injection,0,0.9367339566339444,135.9039466572966,79.52778082999829,8.538284630990509,0
2023-01-05 11:00:00,192.168.1.4,10.0.0.101,1888,TCP,1117,21.56977243993595,Normal,0,0.1623538584587414,411.55736127313367,18.20690052960004,6.394175736158681,0
2023-01-05 12:00:00,10.0.0.2,10.0.0.101,7898,UDP,766,42.54259920252189,Malware,0,3.716764477850062,259.6436375968719,71.22959532369644,46.63902129532427,0
2023-01-05 13:00:00,172.16.0.3,172.16.0.102,5710,UDP,323,90.79306753696505,APT,0,3.6166515199698157,231.4414342994473,38.557376391491964,30.28700565607044,0
2023-01-05 14:00:00,192.168.1.4,192.168.1.100,7847,ICMP,1292,50.75525870919796,Malware,0,0.6802811721582147,157.9026187998913,40.289238339824244,33.00855390041676,1
2023-01-05 15:00:00,172.16.0.3,192.168.1.100,5449,UDP,1146,18.873246043450774,Normal,0,4.180394503976404,290.90332472916464,78.35068023464275,20.149504149634854,0
2023-01-05 16:00:00,192.168.1.4,192.168.1.103,9096,TCP,839,7.78946977114932,Data Injection,0,0.7739301742305599,365.2146697340953,96.28220231727515,45.45814650655172,0
2023-01-05 17:00:00,10.0.0.2,172.16.0.102,3584,UDP,1099,69.64599889927872,Malware,0,1.5058779349867941,206.05551957641637,12.752921697434674,31.932731430025306,0
2023-01-05 18:00:00,172.16.0.3,172.16.0.102,1409,TCP,1377,38.34159656719515,DoS,0,1.244884495806825,314.9803773111378,42.12096066419406,38.48157648922702,0
2023-01-05 19:00:00,192.168.1.4,172.16.0.102,7294,UDP,913,82.20091156387738,APT,0,1.8615354928652388,349.95714765649655,48.14606664762193,18.49126720448292,0
2023-01-05 20:00:00,192.168.1.1,172.16.0.102,844,ICMP,417,65.98512578721294,Malware,0,1.2733188294498095,355.84978669062764,37.69355051380426,48.00459285287436,1
2023-01-05 21:00:00,10.0.0.2,192.168.1.100,2285,TCP,1162,79.64452090908271,APT,1,2.4447546321922604,26.931082967458945,36.382593459250884,41.04101837889992,0
2023-01-05 22:00:00,192.168.1.4,192.168.1.100,956,UDP,936,27.267409337903032,DoS,0,2.037039406773427,430.0141550368484,5.321639889403494,42.71202830442573,0
2023-01-05 23:00:00,192.168.1.1,10.0.0.101,6422,UDP,1054,69.2666563538597,Data Injection,0,4.932847453896633,229.66840406775893,68.58530819420606,8.692493944545138,0
2023-01-06 00:00:00,192.168.1.4,10.0.0.101,3865,UDP,1328,26.479792270902507,Data Injection,0,0.27963175064112833,131.94562476641102,43.677820270292536,13.621064072773853,0
2023-01-06 01:00:00,192.168.1.1,172.16.0.102,1816,TCP,1081,93.91294109708413,DoS,0,0.7109068819367581,121.64048923236112,19.559900884128286,14.352767324210495,0
2023-01-06 02:00:00,10.0.0.2,172.16.0.102,8265,TCP,1241,63.673790725184105,APT,0,0.2641294695430124,242.0240423091313,81.62174687997663,13.618370240018871,0
2023-01-06 03:00:00,172.16.0.3,172.16.0.102,7234,TCP,1183,32.518728837516676,Malware,0,3.129205974911879,443.52893819501065,80.27581874034763,42.78486728900397,0
2023-01-06 04:00:00,192.168.1.1,10.0.0.101,746,ICMP,357,27.02423504299804,DoS,0,0.2725463870685979,189.79544325964082,48.69052364608049,1.6910512809087463,0
2023-01-06 05:00:00,192.168.1.4,192.168.1.103,2756,ICMP,272,19.173565848657187,Normal,0,4.182198686880617,375.1131476449881,29.91522104866128,3.8973894501406376,0
2023-01-06 06:00:00,10.0.0.2,192.168.1.103,1933,TCP,1430,69.4946317934834,APT,0,2.559693153409639,49.312546762622084,63.8454633070656,13.768352044432195,0
2023-01-06 07:00:00,192.168.1.1,10.0.0.101,9808,UDP,1175,21.94968973849294,Data Injection,1,2.6350381229076687,238.55229437337982,28.88639836416257,10.073661435007237,0
2023-01-06 08:00:00,192.168.1.4,10.0.0.101,7677,ICMP,881,59.57079626615616,DoS,1,2.8079725385609713,495.8513840559751,23.677192239338837,11.669794732754132,0
2023-01-06 09:00:00,192.168.1.4,10.0.0.101,2486,TCP,453,26.537039189843203,Data Injection,0,0.8540685315310537,385.4484635933762,73.07841393723002,39.91736514373967,0
2023-01-06 10:00:00,192.168.1.4,10.0.0.101,9061,UDP,388,66.23069758490747,APT,0,0.9884515155724377,106.05371573186589,4.128491448122975,28.20001703521314,0
2023-01-06 11:00:00,192.168.1.1,10.0.0.101,7332,ICMP,1003,81.51247888119987,Data Injection,1,1.5940866143650234,251.21929537525745,9.567370256355936,0.3879559985191029,0
2023-01-06 12:00:00,192.168.1.1,10.0.0.101,8214,UDP,952,77.82472179015085,DoS,0,2.9674820791092573,117.5787570606347,0.7781385849566187,21.523206008639345,0
2023-01-06 13:00:00,192.168.1.1,172.16.0.102,7926,UDP,1244,76.10904795998509,APT,1,1.0505888797010727,205.37090270399213,15.379024328895072,20.453457849832912,0
2023-01-06 14:00:00,172.16.0.3,172.16.0.102,4896,UDP,731,18.853468328655985,Normal,0,0.5816586356663062,390.2619278437474,6.9921018701749,5.785868945282721,0
2023-01-06 15:00:00,192.168.1.1,172.16.0.102,7307,UDP,696,8.929656203753419,DoS,1,4.850584432092161,385.8411828299114,99.58065654121387,33.83947525121271,0
2023-01-06 16:00:00,192.168.1.1,172.16.0.102,912,ICMP,640,69.92498796588983,Malware,0,0.10990907404811456,114.82208857329019,28.952115998413554,35.134649700136606,0
2023-01-06 17:00:00,192.168.1.1,10.0.0.101,4695,ICMP,200,36.8978866580557,DoS,1,4.013487026680108,461.1894357592752,15.011874465657803,36.07257163069968,0
2023-01-06 18:00:00,172.16.0.3,192.168.1.103,1953,ICMP,491,43.2913880176944,APT,0,3.9401757478751103,296.6915231996486,24.175526173792207,36.45070018337374,0
2023-01-06 19:00:00,192.168.1.1,192.168.1.100,1400,TCP,675,3.2117943700597675,DoS,0,1.4860705692254799,190.58222119004526,93.61894459685945,0.10263606392161038,0
2023-01-06 20:00:00,192.168.1.4,10.0.0.101,1310,ICMP,974,26.031687282577415,Normal,1,0.678133080036567,251.46585480964947,52.064006280137136,47.70064811195144,0
2023-01-06 21:00:00,192.168.1.1,192.168.1.100,1660,UDP,882,3.4642727470589563,Normal,0,0.7281432335271171,302.9305554654341,36.545327821154906,40.729017476027686,0
2023-01-06 22:00:00,192.168.1.4,192.168.1.103,7510,ICMP,204,87.93065868286463,Malware,0,3.4871580861859623,280.3853753910469,87.351806645131,45.20868665980534,0
2023-01-06 23:00:00,192.168.1.4,172.16.0.102,9199,UDP,1170,24.415328653531198,Data Injection,0,3.214032955430868,243.71611273255292,39.559528027848344,0.8806004358409633,0
2023-01-07 00:00:00,192.168.1.4,192.168.1.103,1238,TCP,240,55.77798324034351,APT,0,3.9137283712569335,252.96146924061065,33.56735613877381,46.69955390970839,0
2023-01-07 01:00:00,172.16.0.3,10.0.0.101,5036,UDP,261,3.9940341340469283,APT,1,4.687405861995523,89.0295433035152,20.807524002718583,40.50844758153642,0
2023-01-07 02:00:00,172.16.0.3,172.16.0.102,6901,UDP,687,66.71805439143525,Data Injection,0,3.45963681633296,406.553719248035,37.841902708550215,41.87723523363906,0
2023-01-07 03:00:00,172.16.0.3,10.0.0.101,9567,UDP,754,32.37043184083398,Normal,0,0.7792576827572173,271.33839965056666,31.736767166090914,4.755040497626228,1
2023-01-07 04:00:00,192.168.1.1,172.16.0.102,9772,TCP,464,89.80212677707081,Normal,0,1.2172130838270534,66.40885099064684,67.76266553388429,36.96502364303802,0
2023-01-07 05:00:00,192.168.1.4,192.168.1.100,9630,ICMP,534,88.82300707451017,DoS,0,4.210968654365573,383.3123936898062,29.02931219660564,47.99984281314034,0
2023-01-07 06:00:00,172.16.0.3,192.168.1.100,974,ICMP,281,32.596532774338606,Malware,0,1.0465303791710427,466.28954521029806,57.762254667613895,33.95951233676622,0
2023-01-07 07:00:00,172.16.0.3,192.168.1.100,9195,TCP,992,90.10599347947775,Malware,0,0.36261158477240707,473.7061427192441,6.682627286694073,28.571014090767864,0
2023-01-07 08:00:00,192.168.1.1,192.168.1.103,7311,UDP,695,99.616151582528,Malware,0,3.5164002702112525,185.1398484731752,19.20978675398179,47.28692091967495,0
2023-01-07 09:00:00,172.16.0.3,10.0.0.101,994,ICMP,1014,82.5590248459824,DoS,1,2.0126317774507103,68.62291990681626,40.799786633973746,22.202562374548357,0
2023-01-07 10:00:00,192.168.1.1,192.168.1.103,4153,TCP,969,84.50264764074737,Malware,0,4.600200262729518,259.6814136898995,93.70123046547867,30.004748958892886,0
2023-01-07 11:00:00,10.0.0.2,192.168.1.100,5390,ICMP,238,24.975972737298086,Data Injection,0,3.251275355468308,57.192005445261124,37.78747337299797,23.869280845368873,0
2023-01-07 12:00:00,172.16.0.3,10.0.0.101,3992,TCP,86,57.71256964588986,DoS,1,0.45209488895830374,467.059721837796,66.44100470786343,46.64902644587893,0
2023-01-07 13:00:00,10.0.0.2,192.168.1.100,5315,UDP,298,6.818865805340049,Data Injection,0,4.739282836268304,92.60623405021785,25.583213519897676,3.8966278655988122,0
